ID,title,author,isbn,publisher,edition,pages,dimension
816,Black,Denise Paulette Isaac,9780692604137,GodBeGod Book Publishing,,74,8.00(w) x 8.00(h) x 0.15(d)
817,The Shark Club,Ann Kidd Taylor,9780735221475,Penguin Publishing Group,,288,6.10(w) x 9.00(h) x 1.10(d)
818,Black Tide (Lewis Cole Series #2),Brendan DuBois,9780743213141,Simon & Schuster,,400,0.89(w) x 5.50(h) x 8.50(d)
819,Fade to Black,David Rosenfelt,9781250133120,St. Martin's Press,,320,6.40(w) x 10.00(h) x 1.20(d)
820,Baron of Godsmere: Book One,Tamara Leigh,9781942326151,Tamara Leigh,,408,5.50(w) x 8.50(h) x 0.91(d)
821,The Holy Bible: King James Version (Barnes & Noble Collectible Editions),Gustave Dore,9781435125391,Barnes & Noble,Bonded Leather,1360,6.60(w) x 9.40(h) x 2.70(d)
822,Reptiles (Spanish edition),ABDO Publishing Company,9781629703503,ABDO Publishing Company,Spanish-language Edition,24,9.40(w) x 11.40(h) x 1.70(d)
823,Maelstrom (Rifters Series #2),Peter Watts,9780765320537,Tom Doherty Associates,First Edition,384,5.40(w) x 8.20(h) x 1.20(d)
824,The Noise Revealed,Ian Whates,9781907519543,Rebellion,,416,4.00(w) x 6.70(h) x 1.14(d)
825,The Magician's Accomplice (Commander Jana Mantinova Series #3),Michael Genelin,9781569479520,Soho Press Incorporated,,332,5.00(w) x 7.50(h) x 1.00(d)
826,Dark Wolf (Carpathian Series #25),Christine Feehan,9780515154627,Penguin Publishing Group,Reprint,496,4.19(w) x 6.75(h) x 1.06(d)
827,Tiffany Angel Stained Glass Window (Foiled Journal) Hardcove,,9781783611928,Flame Tree Publishing,,176,6.10(w) x 8.40(h) x 0.60(d)
828,Highland Flame (Highland Weddings Series #4),Mary Wine,9781492602538,Sourcebooks,,320,4.10(w) x 6.80(h) x 0.90(d)
829,Skin Tight,Carl Hiaasen,9780425233498,Penguin Publishing Group,Reprint,416,5.00(w) x 7.90(h) x 1.10(d)
830,Memetics: Memes and the Science of Cultural Evolution,Tim Tyler,9781461035268,CreateSpace Publishing,,328,6.00(w) x 9.00(h) x 0.69(d)
831,Change Agent,Daniel Suarez,9781101984666,Penguin Publishing Group,,416,6.40(w) x 9.00(h) x 1.50(d)
832,I Michael Bennett (Michael Bennett Series #5),James Patterson;  Michael Ledwidge,9780446571814,Grand Central Publishing,,416,4.25(w) x 7.50(h) x 1.25(d)
833,Pride of Baghdad,Brian K. Vaughan;  Niko Henrichon,9781401203153,DC Comics,,136,6.64(w) x 10.16(h) x 0.41(d)
834,Objectivity in the Feminist Philosophy of Science,Karen Cordrick Haely,9780826499547,Bloomsbury Academic,,160,6.20(w) x 9.30(h) x 0.70(d)
835,Tainted Blood,Ferrel D. Moore,9780984692002,White Cat Publications LLC.,,258,6.00(w) x 9.00(h) x 0.54(d)
836,Peter Pan: The Lost Boys,J. M. Barrie,9781976362880,CreateSpace Publishing,,122,6.00(w) x 1.25(h) x 9.00(d)
837,I am Martin Luther King Jr.,Brad Meltzer;  Christopher Eliopoulos,9780525428527,Penguin Young Readers Group,,40,5.70(w) x 9.10(h) x 1.50(d)
838,Chomp,Carl Hiaasen,9780375868276,Random House Children's Books,,304,5.19(w) x 8.00(h) x 0.63(d)
839,Star Trek: Deep Space Nine: Fool's Gold,Scott Tipton;  The Sharp Brothers;  Fabio Montovani,9781600106996,IDW Publishing,,104,6.50(w) x 10.10(h) x 0.10(d)
840,Jardin de invierno,Kristin Hannah,9788466338455,PRH Grupo Editorial,Spanish-language Edition,240,5.50(w) x 8.40(h) x 1.20(d)
841,Content-Based Chapter Books Fiction (Science: Science Sleuths): The Case of the Smelly Water / Edition 1,Glen Phelan,9780792258513,Cengage Learning,,,6.00(w) x 1.25(h) x 9.00(d)
842,Ready Player One,Ernest Cline,9780307887443,Crown/Archetype,,400,5.10(w) x 7.60(h) x 1.10(d)
843,Hot,Elizabeth Hoyt writing as Julia Harper;  Julia Harper,9781455558780,Grand Central Publishing,,416,4.10(w) x 6.70(h) x 1.20(d)
844,Closer Than A Brother: A story of friendship,Torema Thompson,9781508463733,CreateSpace Publishing,,114,5.00(w) x 8.00(h) x 0.27(d)
845,Dark of the Moon,Karen Robards,9780380754373,HarperCollins Publishers,,416,4.18(w) x 6.75(h) x 1.04(d)
846,Girls Volume 2: Emergence,Joshua Luna,9781582406084,Image Comics,,152,6.50(w) x 10.10(h) x 0.40(d)
847,Galactic Empires,Neil Clarke,9781597808842,Night Shade Books,,636,6.00(w) x 8.90(h) x 1.50(d)
848,Bridge of Clay (Signed Book),Markus Zusak,9780375845598,Random House Children's Books,Signed Edition,464,6.00(w) x 9.00(h) x 1.15(d)
849,In Pharaoh's Army: Memories of the Lost War,Tobias Wolff,9780679760238,Knopf Doubleday Publishing Group,1st Vintage Edition,240,5.18(w) x 8.00(h) x 0.66(d)
850,On Shadow Beach,Barbara Freethy,9781476798400,Gallery Books,Reissue,384,4.90(w) x 7.90(h) x 1.10(d)
851,The Pilgrim's Progress / Edition 125,John Bunyan,9780890514405,Master Books,Collectors,860,8.70(w) x 11.20(h) x 2.70(d)
852,Mortar and Murder (Do-It-Yourself Mystery Series #4),Jennie Bentley,9780425239261,Penguin Publishing Group,,320,4.20(w) x 6.80(h) x 0.90(d)
853,The Pilgrim's Progress: For the Young,John Bunyan,9781974658152,CreateSpace Publishing,,178,6.00(w) x 1.25(h) x 9.00(d)
854,Godforsaken: Book 1 by Suren Hako,n,9781514801925,CreateSpace Publishing,,242,5.50(w) x 8.50(h) x 0.51(d)
855,A Mirror to Nature: Poems About Reflection,Jane Yolen;  Jason Stemple,9781590786246,Highlights,,32,9.60(w) x 8.60(h) x 0.50(d)
856,Murder at an Irish Wedding,Carlene O'Connor,9781617738500,Kensington,,368,4.10(w) x 6.60(h) x 1.20(d)
857,The Untouchable,John Banville,9780679767473,Knopf Doubleday Publishing Group,,384,5.20(w) x 8.00(h) x 0.90(d)
858,Dustin's Novel,June Kramin,9781530577125,CreateSpace Publishing,,290,6.00(w) x 1.25(h) x 9.00(d)
859,Former Heroes,peter sutton,9780995464100,Far Horizons,,136,5.83(w) x 8.27(h) x 0.29(d)
860,Dark Promises (Carpathian Series #29),Christine Feehan,9780515155594,Penguin Publishing Group,Reprint,400,4.10(w) x 6.70(h) x 1.20(d)
861,Fiction: A Pocket Anthology / Edition 7,R. S. Gwynn,2900134053294,Pearson,New Edition,480,6.00(w) x 1.25(h) x 9.00(d)
862,Micro-Man,Forrest J. Ackerman,9781463895860,Alan Rodgers Books,,22,6.00(w) x 9.00(h) x 0.25(d)
863,The Year's Best Science Fiction: Twenty-Seventh Annual Collection,Gardner Dozois,9780312608989,St. Martin's Press,,688,6.10(w) x 9.20(h) x 1.90(d)
864,Forever War,Joe Haldeman,9780312536633,St. Martin's Press,Reprint,288,8.24(w) x 5.36(h) x 0.74(d)
865,Elsie's Bird,Jane Yolen;  David Small,9780399252921,Penguin Young Readers Group,,40,1.00(w) x 11.70(h) x 9.00(d)
866,Murder Mysteries,Neil Gaiman;  P. Craig Russell,9781616553302,Dark Horse Comics,,112,6.70(w) x 10.20(h) x 0.60(d)
867,The Great Alone,Kristin Hannah,9780312577230,St. Martin's Press,,448,6.50(w) x 9.10(h) x 1.50(d)
868,Multiplication,Danielle Blood,9780439365444,Scholastic Inc.,,32,8.38(w) x 10.88(h) x 0.90(d)
869,Turtle: journal / notebook,Wild Pages Press,9781546629368,CreateSpace Publishing,,152,6.00(w) x 9.00(h) x 0.33(d)
870,The Science of Science Fiction,Matthew Brenden Wood;  Tom Casteel,9781619304703,Nomad Press,,128,7.80(w) x 9.80(h) x 0.30(d)
871,Happy Stories About Well-Adjusted People,Ollmann;  Joe Ollmann,9781894994866,Conundrum Press,,260,5.90(w) x 8.90(h) x 0.70(d)
872,Avalanche Alert,Jan Burchett;  Sara Vogler;  Diane Le Feyer,9781434290595,Capstone Press,,152,5.25(w) x 7.50(h) x 0.60(d)
873,24 Hours of Trouble,Elise Noble,9781910954355,Undercover Publishing Limited,,342,5.00(w) x 7.99(h) x 0.76(d)
874,Lost and Found,Mr. Jeff LaFerney,9780692424674,Tower Publications,,250,5.50(w) x 8.50(h) x 0.57(d)
875,Bull Mountain,Brian Panowich,9780425282281,Penguin Publishing Group,,320,5.50(w) x 8.20(h) x 0.80(d)
876,Little Fires Everywhere,Celeste Ng,9780735224292,Penguin Publishing Group,,352,6.00(w) x 8.90(h) x 1.10(d)
877,El Vuelo del jaribu,Elizabeth Haran,9788466659369,Ediciones B,Spanish-language Edition,,5.70(w) x 8.50(h) x 1.50(d)
878,Stephen Marlowe Science Fiction Collection,Stephen Marlowe,9781500490201,CreateSpace Publishing,,242,6.69(w) x 9.61(h) x 0.51(d)
879,DoodleLoops Sequencing: Loop Into a Love of Learning (Book 9),Sandy Baker,9781532741098,CreateSpace Publishing,,146,8.50(w) x 11.00(h) x 0.31(d)
880,FY 2012 Annual Performance Report FY 2014 Annual Plan,U.S. Environmental Protection Agency,9781500563585,CreateSpace Publishing,,570,8.50(w) x 11.00(h) x 1.16(d)
881,A Beginner's Guide to GRAVITY: A Science Piction Book,C.D. Paoletti,9781460269855,FriesenPress,,40,8.00(w) x 10.00(h) x 0.10(d)
882,Gray Grey Color Journal Simple Plain All Grey Gray: (Notebook Diary Blank Book),Distinctive Journals,9781545460115,CreateSpace Publishing,,210,5.98(w) x 9.02(h) x 0.44(d)
883,"Huck Finn and the Zombie Jim: The classic Adventures of Huckleberry Finn with ""the N word"" replaced by the word zombie",Mark Twain,9781499359107,CreateSpace Publishing,,256,6.00(w) x 9.00(h) x 0.58(d)
884,Diaries,George Orwell,9780871406644,Liveright Publishing Corporation,,624,6.00(w) x 9.20(h) x 1.10(d)
885,After Finitude: An Essay on the Necessity of Contingency,Quentin Meillassoux,9781441173836,Bloomsbury Academic,Reprint,160,5.00(w) x 7.70(h) x 0.70(d)
886,The Black Book of the American Left: The Collected Conservative Writings of David Horowitz,David Horowitz,9781594038693,Encounter Books,,416,6.00(w) x 8.90(h) x 1.30(d)
887,Peter Pan in Kensington Gardens (1906) by J. M. Barrie (Children's Classics),J. M. Barrie,9781530761371,CreateSpace Publishing,,58,8.00(w) x 10.00(h) x 0.12(d)
888,Babylon and Other Stories,Alix Ohlin,9781400031399,Knopf Doubleday Publishing Group,Reprint,288,5.28(w) x 7.96(h) x 0.65(d)
889,The Kabbalah Unveiled,Christian Knorr Von Rosenroth,9781936690718,Murine Press,,376,6.00(w) x 9.00(h) x 1.00(d)
890,Kelly's Song,Kelly Horton,9781598586534,Dog Ear Publishing,,176,5.50(w) x 8.50(h) x 0.38(d)
891,collection (fiction (science) (0)),Ken Schweda,9781493730216,CreateSpace Publishing,,90,5.00(w) x 8.00(h) x 0.19(d)
892,Skinny Dip,Carl Hiaasen,9781101973035,Knopf Doubleday Publishing Group,,480,5.30(w) x 8.10(h) x 1.10(d)
893,Science Rules: A Historical Introduction to Scientific Methods / Edition 1,Peter Achinstein,2900801879448,Johns Hopkins University Press,New Edition,427,6.00(w) x 1.25(h) x 9.00(d)
894,Equine Journal Running Grey Horse Herd: (Notebook Diary Blank Book),Distinctive Journals,9781544738062,CreateSpace Publishing,,210,6.00(w) x 9.00(h) x 0.44(d)
895,House of Spies (Gabriel Allon Series #17),Daniel Silva,9780062354372,HarperCollins Publishers,Reprint,528,5.20(w) x 7.90(h) x 1.30(d)
896,The Immortals,James Gunn,9780671534868,Gallery Books,Reprint,320,5.31(w) x 8.25(h) x 0.80(d)
897,Extinction Edge,Nicholas Sansbury Smith,9780316558037,Orbit,Reissue,320,4.10(w) x 7.40(h) x 1.00(d)
898,Dark Legacy (Carpathian Series #31),Christine Feehan,9780399583995,Penguin Publishing Group,,416,6.10(w) x 9.10(h) x 1.70(d)
899,Wee Rhymes: Baby's First Poetry Book,Jane Yolen;  Jane Dyer,9781416948988,Simon & Schuster/Paula Wiseman Books,,112,8.20(w) x 10.10(h) x 1.00(d)
900,Congratulate the Devil,Howell Davies,9781905762798,Parthian Books,,287,5.30(w) x 8.40(h) x 0.80(d)
901,Boolean Functions: Theory Fundamentals and Engineering Applications,Allen Hines,9781634830232,Nova Science Publishers Incorporated,,143,
902,Iron Kissed (Mercy Thompson Series #3),Patricia Briggs,9780441015665,Penguin Publishing Group,,304,4.20(w) x 6.75(h) x 0.81(d)
903,DK Children's Encyclopedia,Dorling Kindersley Publishing Staff,9781465462077,DK,,304,10.90(w) x 8.60(h) x 1.30(d)
904,Sandman Volume 9: The Kindly Ones,Neil Gaiman,9781401235451,DC Comics,New Edition,320,6.64(w) x 10.00(h) x 0.50(d)
905,Robert E. Howard Science Fiction Collection,Robert E. Howard,9781500583712,CreateSpace Publishing,,380,7.44(w) x 9.69(h) x 0.78(d)
906,Dita: Stripteese,Dita Von Teese;  Sheryl Nields,9780061763113,HarperCollins Publishers,,256,6.40(w) x 9.50(h) x 1.10(d)
907,Edgedancer: From the Stormlight Archive,Brandon Sanderson,9781250166548,Tom Doherty Associates,,272,4.60(w) x 6.80(h) x 1.00(d)
908,The Web: The Graphic Novel,Jonathan Kellerman;  Michael Gaydos,9780345541499,Random House Publishing Group,,176,6.80(w) x 10.10(h) x 0.80(d)
909,Star Trek: The Fall: Revelation and Dust,David R. George III,9781476722177,Pocket Books/Star Trek,,400,6.86(w) x 4.18(h) x 1.06(d)
910,Mortal Engines,Stanislaw Lem,9780156621618,Houghton Mifflin Harcourt,First Edition,254,5.31(w) x 8.00(h) x (d)
911,Adventures of Huckleberry Finn (Barnes & Noble Classics Series),Mark Twain,9781593081126,Barnes & Noble,Reprint,336,8.04(w) x 5.30(h) x 0.90(d)
912,Culture Science Society: The Constitution of Cultural Modernity,Gyorgy Markus,9789004202405,Brill Academic Publishers Inc.,,666,6.40(w) x 9.50(h) x 1.90(d)
913,My Tainted Blood,Hubert C. Kueter,9781882190881,Polar Bear & Company,,402,5.50(w) x 8.40(h) x 1.10(d)
914,Collecting the Dead: Archaeology and the Reburial Issue,Cressida Fforde,9780715632840,Bloomsbury Academic,,208,6.14(w) x 9.21(h) x 0.46(d)
915,Night Road,Kristin Hannah,9780312364434,St. Martin's Press,First Edition,432,5.50(w) x 8.10(h) x 1.40(d)
916,Once in Europa,John Berger,9780679737162,Knopf Doubleday Publishing Group,,176,5.50(w) x 8.50(h) x 0.50(d)
917,Double Danger (A-Tac Series #6),Dee Davis,9780446582933,Grand Central Publishing,,368,4.10(w) x 6.70(h) x 1.30(d)
918,Peter Pan in Kensington Gardens,J. M. Barrie,9781985876132,CreateSpace Publishing,,48,6.00(w) x 1.25(h) x 9.00(d)
919,Historical Mysteries: Classics,Andrew Lang,9781977773104,CreateSpace Publishing,,186,6.00(w) x 1.25(h) x 9.00(d)
920,Mask of Spells,Jonathan Moeller,9781976544231,CreateSpace Publishing,,312,6.00(w) x 1.25(h) x 9.00(d)
921,Guillermo del Toro's Pan's Labyrinth: Inside the Creation of a Modern Fairy Tale,Guillermo del Toro;  Nick Nunziata;  Mark Cotta Vaz,9780062433893,HarperCollins Publishers,,208,9.20(w) x 11.10(h) x 1.00(d)
922,The Perfect Husband (FBI Profiler Series #1),Lisa Gardner,9780553576801,Random House Publishing Group,Reissue,432,4.15(w) x 6.88(h) x 1.17(d)
923,The Cartographer's Daughter,Kiran Millwood Hargrave,9780553535280,Random House Children's Books,,224,5.65(w) x 8.50(h) x 0.84(d)
924,The Marching Season,Daniel Silva,9780451209320,Penguin Publishing Group,Reissue,512,4.25(w) x 7.50(h) x 1.07(d)
925,Walking Disaster: Signed Limited Edition,Jamie McGuire,9781476751252,Atria Books,,448,6.20(w) x 9.10(h) x 1.60(d)
926,Baron Of Emberly: Book Two,Tamara Leigh,9781942326168,Tamara Leigh,,366,5.50(w) x 8.50(h) x 0.82(d)
927,Failstate,John W. Otte,9781935929482,Gilead Publishing,,426,5.50(w) x 8.50(h) x 0.95(d)
928,Guillermo del Toro: At Home with Monsters: Inside His Films Notebooks and Collections,Guillermo del Toro;  Guy Davis,9781608878604,Insight Editions,,152,8.10(w) x 10.10(h) x 0.80(d)
929,Stories of Great Americans for Little Americans,Edward Eggleston,9781983625770,CreateSpace Publishing,,178,6.00(w) x 1.25(h) x 9.00(d)
930,The Moonstone: FreedomRead Classic Book,Wilkie Collins,9781977794734,CreateSpace Publishing,,258,6.00(w) x 1.25(h) x 9.00(d)
931,The Devil's Footprints,John Burnside,9780307385826,Knopf Doubleday Publishing Group,Reprint,240,5.20(w) x 7.90(h) x 0.80(d)
932,Dear Robot: An Anthology of Epistolary Science Fiction,Kelly Ann Jacobson,9781517601966,CreateSpace Publishing,,128,5.90(w) x 8.80(h) x 0.40(d)
933,Bleak House (Barnes & Noble Classics Series),Charles Dickens,9781593083113,Barnes & Noble,,912,8.06(w) x 5.32(h) x 1.89(d)
934,Rush: Album by Album,Martin Popoff,9780760352205,Voyageur Press,,192,8.60(w) x 10.50(h) x 0.80(d)
935,Black Hawk and Central City,David Forsyth,9781531674892,Arcadia Publishing SC,,130,6.69(w) x 9.61(h) x 0.38(d)
936,Almost Dead,Lisa Jackson,9781420144208,Kensington,,448,4.10(w) x 6.70(h) x 1.30(d)
937,The 12 Most Amazing American Inventions,Rebecca Rowell,9781632350084,Amicus,,32,7.26(w) x 9.16(h) x 0.04(d)
938,Limits @ Infinity,J.C. Bell,9781484069585,CreateSpace Publishing,,246,6.00(w) x 9.00(h) x 0.52(d)
939,Phoenix Without Ashes,Harlan Ellison;  Edward Bryant,9781495286636,CreateSpace Publishing,,248,5.00(w) x 8.00(h) x 0.56(d)
940,Black Orchid,Neil Gaiman;  Dave McKean,9781401240356,DC Comics,Reprint,176,6.62(w) x 10.00(h) x 0.44(d)
941,Domina (Maestra Series #2),L. S. Hilton,9780399184826,Penguin Publishing Group,,320,6.10(w) x 9.10(h) x 1.10(d)
942,Antes de la caida: (Before the Fall - Spanish-language ed.),Noah Hawley,9780525433323,Knopf Doubleday Publishing Group,,432,5.18(w) x 8.00(h) x 0.87(d)
943,Computer Science Handbook / Edition 2,Allen B. Tucker,9781584884682,Taylor & Francis,CD-ROM,,5.00(w) x 7.00(h) x 1.95(d)
944,Anatomy of Wonder: A Critical Guide to Science Fiction,Neil Barron,9781591581710,ABC-CLIO Incorporated,New Edition,1016,6.14(w) x 9.21(h) x 2.06(d)
945,Microvita: Exploring a New Science of Reality,MRI Dr. Hans-Joachim Rudolph,9781524691134,AuthorHouse,,112,6.00(w) x 1.25(h) x 9.00(d)
946,The Seam,John Kitterman,9780615666518,Hummingbird Hill Publications,,334,5.25(w) x 8.00(h) x 0.70(d)
947,The Ancient Greek Historians (Barnes & Noble Library of Essential Reading),J. B. Bury,9780760776353,Barnes & Noble,,208,5.50(w) x 8.25(h) x (d)
948,Iconoclast,Steven Laine,9781475961478,iUniverse Incorporated,,494,6.00(w) x 9.00(h) x 1.10(d)
949,Star Hoppers: A Science Fiction Novel,Bill Napoli,9781503535138,Xlibris Corporation,,290,6.00(w) x 9.00(h) x 0.65(d)
950,Business Plans Handbook / Edition 5,William H. Harmer,9780787612634,Gale Group,,648,8.60(w) x 11.10(h) x 1.50(d)
951,The Door,Margaret Atwood;  Phoebe Larmore,9780547237701,Houghton Mifflin Harcourt,First Edition,130,6.00(w) x 9.00(h) x 0.31(d)
952,The Story of Julia Page,Kathleen Thompson Norris,9781523989454,CreateSpace Publishing,,128,8.50(w) x 11.00(h) x 0.27(d)
953,Patricia Briggs' Mercy Thompson: Hopcross Jilly,Patricia Briggs;  Rik Hoskin,9781606906682,Dynamite Entertainment,Mature Readers (ages 16 and up),144,6.70(w) x 10.30(h) x 0.70(d)
954,Pebble in the Sky,Isaac Asimov,9780765319135,Tom Doherty Associates,First Edition,256,5.40(w) x 8.20(h) x 0.80(d)
955,Darkness Splintered (Dark Angels Series #6),Keri Arthur,9780451419590,Penguin Publishing Group,,400,4.66(w) x 6.76(h) x 1.13(d)
956,Sin blanca en Paris y Londres,George Orwell,9788499890883,PRH Grupo Editorial,Spanish-language Edition,352,4.90(w) x 7.40(h) x 0.50(d)
957,Everglades (Doc Ford Series #10),Randy Wayne White,9780425196861,Penguin Publishing Group,Reissue,384,4.15(w) x 0.69(h) x 1.01(d)
958,El fugitivo #5 (Theodore Boone: The Fugitive),John Grisham,9788490434642,PRH Grupo Editorial,,448,6.10(w) x 8.50(h) x 1.00(d)
959,Authority (Southern Reach Trilogy #2),Jeff VanderMeer,9780374104108,Farrar Straus and Giroux,,352,4.90(w) x 7.40(h) x 1.00(d)
960,Against Infinity,Gregory Benford,9781939051264,Lucky Bat Books,,312,6.00(w) x 9.00(h) x 0.70(d)
961,Commander Toad and the Space Pirates,Jane Yolen;  Bruce Degen,9780698114197,Penguin Young Readers Group,Reissue,64,5.75(w) x 8.50(h) x 0.20(d)
962,A Different Christmas: Novella,CM Doporto,9781519420770,CreateSpace Publishing,,134,5.25(w) x 8.00(h) x 0.29(d)
963,A Wedding in Maine: A McCullagh Inn Story,James Patterson;  Jen McLaughlin,9780316501170,Little Brown and Company,BookShots,160,4.90(w) x 6.80(h) x 0.50(d)
964,Active Grammar Level 2 without Answers and CD-ROM,Fiona Davis;  Wayne Rimmer,9780521153591,Cambridge University Press,,208,8.62(w) x 10.87(h) x 0.43(d)
965,The Collected Adventures of Peter Pan,J. M. Barrie,9781515291589,CreateSpace Publishing,,490,6.00(w) x 9.00(h) x 0.99(d)
966,Essays,George Orwell,9780375415036,Knopf Doubleday Publishing Group,,1416,5.68(w) x 8.29(h) x 2.55(d)
967,Fantastic Beasts and Where to Find Them,J. K. Rowling;  Newt Scamander,9780439295017,Scholastic Inc.,,64,5.62(w) x 7.32(h) x 0.17(d)
968,The Scariest Book Ever Written: The True Story of an American Ghost-Buster Who Discovered Real Vampires Satanic Human Sacrifices Deadly Black Magic A Haunted Hotel Sadistic Poltergeists and More!,Mark Beshara,9781517634537,CreateSpace Publishing,,258,6.00(w) x 9.00(h) x 0.54(d)
969,Silver Borne (Mercy Thompson Series #5),Patricia Briggs,9780441019960,Penguin Publishing Group,,304,4.10(w) x 6.70(h) x 1.20(d)
970,Understanding Skin Problems: Acne Eczema Psoriasis and Related Conditions,Linda Papadopoulos;  Carl Walker,9780470845189,Wiley,,108,6.02(w) x 9.07(h) x 0.28(d)
971,Kindergarten Scholar,School Zone;  Laura Merer;  Kathryn Riley,9780887434914,School Zone Publishing Company,Deluxe,64,8.51(w) x 10.86(h) x 0.24(d)
972,The Alewife: Curse of Obsession,Jason T. Graves,9781943419272,Prospective Communications LLC,,294,5.50(w) x 8.50(h) x 0.62(d)
