title,author,isbn,publisher,edition,pages,dimension
VBA and Macros,Bill Jelen; Tracy Syrstad,9.78079E+12,Que,Unknown,630 pages,6.90 x 9.00 x 1.30 inches
Windows Powershell for Developers,Douglas Finke,9.78145E+12,O'Reilly Media,Unknown,210 pages,7.01 x 9.17 x 0.44 inches
Manga Studio for Dummies [With CDROM],Doug Hills; Michael Rhodes,9.78047E+12,For Dummies,Unknown,364 pages,7.40 x 9.18 x 0.85 inches
YouTube Channels For Dummies,Rob; Moore; Theresa Ciampa,9.78112E+12,For Dummies,Unknown,,
Send,David Shipley; Will Schwalbe,9.78031E+12,Vintage Books USA,Unknown,274 pages,5.24 x 8.12 x 0.85 inches
Capture Your Style,Aimee Song,9.78142E+12,Abrams Image,Unknown,,
Surface For Dummies,Andy Rathbone,9.78112E+12,John Wiley & Sons Inc,Unknown,304 pages,5.91 x 9.84 x 0.59 inches
Accelerated C++,Andrew Koenig; Barbara E. Moo,9.7802E+12,Addison-Wesley Professional,Unknown,352 pages,7.46 x 9.08 x 0.76 inches
Yo-kai Watch 2,Rick Barba,9.78074E+12,Prima Games,Unknown,,
Numerical Recipes in FORTRAN 90: Volume 2 Volume 2 of FORTRAN Numerical Recipes,William H. Press; Michael Metcalf; Saul A. Teukolsky,9.78052E+12,Cambridge University Press,2,576 pages,6.83 x 9.93 x 1.14 inches
Node.js MongoDB and Angular Web Development,Brad; Dayley; Brendan; Dayley; Caleb Dayley,9.78013E+12,Addison-Wesley Professional,Unknown,,
Learn FileMaker Pro 16,Mark Conway Munro,9.78148E+12,Apress,Unknown,,
Arduino: 101 Beginners Guide,Erik Savasgard,9.78152E+12,CreateSpace Independent Publishing Platform,Unknown,,
Lights Out,Ted Koppel,9.78055E+12,Broadway Books,Unknown,,
Build Your Own ASP.Net 4 Website Using C# & VB,Cristian Darie; Wyatt Barnett; Tim Posey,9.78099E+12,Sitepoint,4,800 pages,7.02 x 8.95 x 1.80 inches
Move Into Life,Anat Baniel; David Gerstein,9.78031E+12,Harmony,Unknown,304 pages,6.48 x 9.48 x 1.14 inches
Office 2013 Library Excel 2013 Bible Access 2013 Bible PowerPoint 2013 Bible Word 2013 Bible,Lisa A. Bucki,9.78112E+12,John Wiley & Sons Inc,Unknown,4776 pages,5.91 x 9.84 x 0.00 inches
Master Builder Roblox,Triumph Books,9.78163E+12,Triumph Books,Unknown,,
CompTIA Network+ N10-006 Cert Guide,Keith; Wallace; Kevin Barker,9.78079E+12,Pearson IT Certification,Unknown,,
SketchUp For Dummies (For Dummies (Computer/Tech)),Aidan; Huehls; Rebecca Chopra,9.78112E+12,For Dummies,Unknown,,
Dataclysm,Christian Rudder,9.78039E+12,Broadway Books,Unknown,,
Troubleshooting and Maintaining Your PC All-in-One For Dummies (For Dummies (Computers)),Dan Gookin,9.78112E+12,For Dummies,Unknown,,
Continuous Delivery,Jez Humble; David Farley,9.78032E+12,Addison-Wesley Professional,Unknown,463 pages,7.36 x 9.52 x 1.25 inches
Microsoft Dynamics GP for Dummies,Renato Bellu,9.78047E+12,Wiley Publishing,Unknown,405 pages,7.40 x 9.16 x 0.94 inches
Basic ROBLOX Lua Programming,Brandon John LaRouche,9.78148E+12,CreateSpace Independent Publishing Platform,Unknown,,
Everything Minecraft,n; a,9.78144E+12,Triumph / Fall River Press,Unknown,,
SolidWorks 2017 Black Book,Gaurav; Weber; Matt Verma,9.781E+12,CADCAMCAE Works,Unknown,,
Raw Data Is an Oxymoron b,"w Data"" Is an Oxymoron by",9.78026E+12,MIT Press Ltd,Unknown,208 pages,7.01 x 9.02 x 0.43 inches
The Technological Singularity (The MIT Press Essential Knowledge series),Murray Shanahan,9.78026E+12,The MIT Press,Unknown,,
Database Design for Mere Mortals,Michael Hernandez,9.78032E+12,Addison-Wesley Professional,3,600 pages,
Microsoft Word 2016 for Mac,Philip Tranton,9.78152E+12,CreateSpace Independent Publishing Platform,Unknown,,
The Everything Guide to Online Genealogy,Kimberly Powell,9.78144E+12,Adams Media Corporation,Unknown,304 pages,7.99 x 9.25 x 0.91 inches
A Brief History of Cryptology,J. V. Boone,9.78159E+12,US Naval Institute Press,Unknown,192 pages,6.31 x 9.04 x 0.75 inches
Java in easy steps,Mike McGrath,9.78184E+12,In Easy Steps Limited,Unknown,,
The Art of Assassin's Creed III,Andy McVittie,9.78178E+12,Titan Books (UK),Unknown,144 pages,
C# 7.0 in a Nutshell,Joseph; Albahari; Ben Albahari,9.78149E+12,O'Reilly Media,Unknown,,
iWork,Josh Clark,9.78145E+12,O'Reilly Media Inc USA,Unknown,900 pages,7.01 x 9.17 x 0.00 inches
Dogfight,Fred Vogelstein,9.78037E+12,Sarah Crichton Books,Unknown,,
The Art of Gears of War 4,Microsoft Studios The Coalition,9.78151E+12,Dark Horse Books,Unknown,,
New Perspectives Microsoft Office 365 & Access 2016,Mark; Vodnik; Sasha; Oja; Dan Shellman,9.78131E+12,Cengage Learning,Unknown,,
Introduction to Machine Learning with Python,Andreas C.; Guido; Sarah Mller,9.78145E+12,O'Reilly Media,Unknown,,
Computer Incident Response and Forensics Team Management,Leighton Johnson,9.7816E+12,Syngress MediaU.S.,Unknown,384 pages,7.52 x 9.25 x 0.00 inches
Vlog Like a Boss,Amy Schmittauer,9.78195E+12,Author Academy Elite,Unknown,,
Office 2013 All-in-One For Dummies,Peter Weverka,9.78112E+12,John Wiley & Sons Inc,Unknown,816 pages,8.54 x 10.87 x 2.17 inches
Blackboard for Dummies,Howie Southworth; Kemal Cakici; Yianna Vovides,9.78047E+12,For Dummies,Unknown,356 pages,7.24 x 9.44 x 0.84 inches
Cloud Computing (The MIT Press Essential Knowledge series),Nayan B. Ruparelia,9.78026E+12,The MIT Press,Unknown,,
Unreal Engine 4 Game Development in 24 Hours Sams Teach Yourself,Aram; DowlingSoka; Ryan; Crumpler; Clinton; Johnson Cookson,9.78067E+12,Sams Publishing,Unknown,,
Practical Programming,Paul; Campbell; Jennifer; Montojo; Jason Gries,9.78168E+12,Pragmatic Bookshelf,Unknown,,
Perl Pocket Reference,Johan Vromans,9.78145E+12,O'Reilly Media,5,93 pages,4.20 x 6.80 x 0.30 inches
Machine Translation (The MIT Press Essential Knowledge series),Thierry Poibeau,9.78026E+12,The MIT Press,Unknown,,
Threat Modeling,Adam Shostack,9.78112E+12,John Wiley & Sons Inc,Unknown,624 pages,5.91 x 9.84 x 0.59 inches
Learning to Love Data Science,Mike Barlow,9.78149E+12,O'Reilly Media,Unknown,,
Learning PHP MySQL & JavaScript,Robin Nixon,9.78149E+12,O'Reilly Media,Unknown,,
Samsung Galaxy Tab S For Dummies,Dan Gookin,9.78112E+12,For Dummies,Unknown,,
macOS Sierra: The Missing Manual,David Pogue,9.78149E+12,O'Reilly Media,Unknown,,
Beginning Object Oriented Programming with C#,Jack Purdum,9.78112E+12,Wrox Press,Unknown,650 pages,
Productive SharePoint Collaboration,Steve Goodyear,9.78131E+12,lulu.com,Unknown,,
Learn Office 2016 for Mac,Guy Hart-Davis,9.78148E+12,Apress,Unknown,,
The Internet Legal Guide,Dennis M. Powers,9.78047E+12,John Wiley & Sons,Unknown,288 pages,8.31 x 11.09 x 0.62 inches
David Busch's Sony Alpha a7R II/a7 II Guide to Digital Photography,David D. Busch,9.78168E+12,Rocky Nook,Unknown,,
RESTful Java with JAX-RS 2.0,Bill Burke,9.78145E+12,O'Reilly Media Inc USA,Unknown,392 pages,6.97 x 9.09 x 0.79 inches
SolidWorks 2014 Part II - Advanced Techniques,Paul Tran,9.78159E+12,SDC Publications,Unknown,,
Fundamentals of Photography,Tom Ang,9.78038E+12,Alfred A. Knopf,Unknown,352 pages,6.40 x 8.90 x 1.10 inches
Gray Hat Python,Justin Seitz,9.78159E+12,No Starch Press,Unknown,189 pages,7.00 x 9.14 x 0.68 inches
WordPress Web Design For Dummies,Lisa Sabin-Wilson,9.78112E+12,For Dummies,Unknown,,
CompTIA IT Fundamentals Study Guide,Quentin Docter,9.78112E+12,Sybex,Unknown,,
My Windows 10 (includes video and Content Update Program) (2nd Edition),Katherine Murray,9.78079E+12,Que Publishing,Unknown,,
Database Systems,Carlos; Morris; Steven Coronel,9.78131E+12,Course Technology,Unknown,,
Content Strategy for the Web,Kristina Halvorson; Melissa Rach; Sarah Cancilla,9.78032E+12,New Riders Publishing,2,197 pages,6.95 x 9.00 x 0.48 inches
Exam Ref 70-346 Managing Office 365 Identities and Requirements,Orin Thomas,9.78151E+12,Microsoft Press,Unknown,,
Microsoft Edge,Steve Markelo,9.78152E+12,CreateSpace Independent Publishing Platform,Unknown,,
My Samsung Galaxy S7,Craig James; Butow; Eric Johnston,9.78079E+12,Que Publishing,Unknown,,
Security Engineering,Ross J. Anderson,9.78047E+12,John Wiley & Sons,2,1040 pages,7.64 x 9.27 x 2.50 inches
Sams Teach Yourself Google Analytics in 10 Minutes,Michael Miller,9.78067E+12,Sams,Unknown,218 pages,5.62 x 8.20 x 0.49 inches
Iphone Se,Van Helostein,9.78153E+12,CreateSpace Independent Publishing Platform,Unknown,,
Tubes,Andrew Blum,9.78006E+12,Ecco,Unknown,,
Nikon D5500 For Dummies,King,9.78112E+12,For Dummies,Unknown,,
Shelly Cashman Microsoft Office 365 & Office 2016,Steven M.; Last; Mary Z.; Pratt; Philip J.; Vermaat; Freund,9.78131E+12,Course Technology,Unknown,,
Test Driven Development,Kent Beck,9.78032E+12,Addison-Wesley Professional,Unknown,240 pages,7.38 x 9.18 x 0.60 inches
Sams Teach Yourself PHP MySQL and Apache All in One [With CDROM],Julie C. Meloni,9.78067E+12,Sams,5,653 pages,6.99 x 9.10 x 1.41 inches
Java,Kim B. Bruce; Andrea Danyluk; Thomas Murtagh,9.78013E+12,Prentice Hall,Unknown,720 pages,7.11 x 9.10 x 1.05 inches
Real World Haskell,Bryan O'Sullivan; John Goerzen; Donald Bruce Stewart,9.7806E+12,O'Reilly Media,Unknown,670 pages,7.00 x 9.20 x 1.50 inches
Special Edition Using Microsoft Office Word 2007,Faithe Wempen; Nicholas Chase; Kathy Jacobs,9.78079E+12,Que,Unknown,1066 pages,7.00 x 9.16 x 1.78 inches
Kingpin,Kevin Poulsen,9.78031E+12,Broadway Books,Unknown,266 pages,5.10 x 7.90 x 0.70 inches
The Practice of System and Network Administration,Thomas A.; Hogan; Christina J.; Chalup; Strata R Limoncelli,9.78032E+12,Addison-Wesley Professional,Unknown,,
Facebook Marketing For Dummies (For Dummies Series),John Haydon,9.78112E+12,For Dummies,Unknown,,
Microsoft Access 2010 Step by Step,Joyce Cox; Joan Lambert,9.78074E+12,Microsoft Press,Unknown,413 pages,7.40 x 9.00 x 1.10 inches
GO! with Office 2016 Volume 1 (GO! for Office 2016 Series),Shelley; Vargas; Alicia; Geoghan; Debra; Graviett; N Gaskin,9.78013E+12,Pearson,Unknown,,
Microsoft Sharepoint 2010 for Dummies,Vanessa L. Williams,9.78112E+12,For Dummies,2,484 pages,7.45 x 9.15 x 1.05 inches
The Elder Scrolls V: Skyrim - The Skyrim Library Vol. I,Bethesda Softworks,9.78178E+12,Titan Books,Unknown,,
OS X El Capitan For Dummies,Bob LeVitus,9.78112E+12,For Dummies,Unknown,,
CSS: The Definitive Guide,Eric A.; Weyl; Estelle Meyer,9.78145E+12,O'Reilly Media,Unknown,,
Using Microsoft Excel and Access 2016 for Accounting,Glenn Owen,9.78134E+12,Cengage Learning,Unknown,,
21 Recipes for Mining Twitter,Matthew A. Russell; Matthew a. Russell,9.78145E+12,O'Reilly Media,Unknown,76 pages,9.00 x 6.90 x 0.20 inches
Windows Powershell Pocket Reference,Lee Holmes,9.78145E+12,O'Reilly Media,2,150 pages,
Power Pivot and Power BI,Rob; Singh; Avichal Collie,9.78162E+12,Holy Macro! Books,Unknown,,
Student Workbook for Programming of CNC Machines,Ken Evans,9.78083E+12,Industrial Press Inc.,Unknown,,
CNC Programming Handbook,Peter Smid,9.78083E+12,Industrial Press,3,540 pages,7.90 x 10.10 x 1.30 inches
Exam Ref 70-345 Designing and Deploying Microsoft Exchange Server 2016,Paul; Svidergol; Brian Cunningham,9.78151E+12,Microsoft Press,Unknown,,
Effective SQL,John L.; Steele; Douglas J.; Clothier; Ben G. Viescas,9.78013E+12,Addison-Wesley Professional,Unknown,,
Shelly Cashman Microsoft Office 365 & Outlook 2016,Corinne Hoisington,9.78131E+12,Course Technology,Unknown,,
Structure and Interpretation of Computer Programs,Harold Abelson; Gerald Jay Sussman; Julie Sussman,9.78026E+12,MIT Press (MA),2,657 pages,6.00 x 8.90 x 1.30 inches
Object-Oriented Programming in Common LISP,Sonya Keene,9.7802E+12,Addison-Wesley Professional,Unknown,288 pages,6.27 x 9.20 x 0.61 inches
Living and Learning with New Media,Mizuko Ito; Heather A. Horst; Matteo Bittanti,9.78026E+12,MIT Press (MA),Unknown,98 pages,5.30 x 7.90 x 0.50 inches
Encyclopedia of Electronic Components Volume 1,Charles Platt,9.78145E+12,O'Reilly Media,Unknown,300 pages,
Adaptive Health Management Information Systems,Joseph K. H. Tan; Fay Cobb Payton,9.78076E+12,Jones & Bartlett Publishers,3,413 pages,7.02 x 10.06 x 0.90 inches
Exploring BeagleBone,Derek Molloy,9.78112E+12,Wiley,Unknown,,
Learning Informatica PowerCenter 10.x - Second Edition,Rahul Malewar,9.78179E+12,Packt Publishing - ebooks Account,Unknown,,
Sharepoint 2010 All-In-One for Dummies,Emer McKenna; Kevin Laahs; Veli-Matti Vanamo,9.78047E+12,For Dummies,Unknown,880 pages,7.40 x 9.20 x 1.83 inches
The Golden Rules Of Blogging,Robin Houghton,9.78144E+12,HOW Books,Unknown,,
Learning R,Richard Cotton,9.78145E+12,O'Reilly Media Inc USA,Unknown,250 pages,7.01 x 9.17 x 0.00 inches
Java Programming for Android Developers For Dummies (For Dummies (Computer/Tech)),Barry A. Burd,9.78112E+12,For Dummies,Unknown,,
The Clean Coder,Robert C. Martin; Matthew Heusser,9.78014E+12,Prentice Hall,Unknown,210 pages,6.98 x 9.20 x 0.56 inches
The Red Web,Andrei; Borogan; Irina Soldatov,9.78161E+12,PublicAffairs,Unknown,,
Personal Digital Security,Michael Bazzell,9.78149E+12,CreateSpace Independent Publishing Platform,Unknown,,
Official (ISC)2 Guide to the CISSP CBK Fourth Edition ((ISC)2 Press) b,icial (ISC)2 Guide to the CISSP CBK; Fourth Edition ((ISC)2 Press) by,9.78148E+12,Auerbach Publications,Unknown,,
Make: Paper Inventions,Kathy Ceceri,9.78146E+12,Maker Media Inc,Unknown,,
World of Warcraft,Chelsea Monroe-Cassel,9.78161E+12,Insight Editions,Unknown,,
Usability Testing Essentials,Carol M. Barnum; Steve Krug,9.78012E+12,Morgan Kaufmann Publishers,Unknown,382 pages,7.50 x 9.20 x 0.90 inches
Blown to Bits,Hal Abelson; Ken Ledeen; Harry Lewis,9.78014E+12,Addison-Wesley Professional,Unknown,366 pages,6.32 x 9.07 x 1.01 inches
Android Application Development All-in-One For Dummies,Barry A. Burd,9.78112E+12,For Dummies,Unknown,,
Ciso Leadership,Todd Fitzgerald; Micki Krause,9.78085E+12,Auerbach Publications,Unknown,276 pages,6.39 x 9.23 x 0.84 inches
Elegant SciPy,Juan; Walt; Stfan van der; Dashnow; Harriet Nunez-Iglesias,9.78149E+12,O'Reilly Media,Unknown,,
My Excel 2016 (includes Content Update Program),Tracy Syrstad,9.78079E+12,Que Publishing,Unknown,,
Flask Web Development,Miguel Grinberg,9.78145E+12,O'Reilly Media Inc USA,Unknown,225 pages,7.01 x 9.17 x 0.00 inches
AppleScript,Adam Goldstein,9.7806E+12,Pogue Press,Unknown,325 pages,7.04 x 9.18 x 0.88 inches
Getting Started with Soldering,Marc de Vinck,9.78168E+12,Maker Media Inc,Unknown,,
Pro Tools 101,Frank Cook,9.78129E+12,,Unknown,336 pages,
Adobe Premiere Pro CC Classroom in a Book (2018 release),Maxim Jago,9.78013E+12,Adobe Press,Unknown,,
Data Analysis Using SQL and Excel,Gordon S. Linoff,9.78112E+12,Wiley,Unknown,,
CompTIA Security+ Guide to Network Security Fundamentals,Mark Ciampa,9.78131E+12,Cengage Learning,Unknown,,
Python Playground,Mahesh Venkitachalam,9.78159E+12,No Starch Press,Unknown,,
Python for Finance,Yves Hilpisch,9.78149E+12,O'Reilly Media,Unknown,,
The Complete Beginners Guide to Mac OS X Sierra (Version 10.12),Scott La Counte,9.78154E+12,CreateSpace Independent Publishing Platform,Unknown,,
An Introduction to Functional Programming Through Lambda Calculus,Greg Michaelson,9.78049E+12,Dover Publications,Unknown,320 pages,6.56 x 9.27 x 0.68 inches
Working Effectively with Legacy Code,Michael Feathers,9.78013E+12,Prentice Hall,Unknown,456 pages,6.90 x 9.10 x 1.00 inches
The iPhone Photographer,Michael Fagans,9.78161E+12,Amherst Media,Unknown,,
Disrupted,Dan Lyons,9.78032E+12,Hachette Books,Unknown,,
Marketing Automation For Dummies,Mathew Sweezey,9.78112E+12,John Wiley & Sons Inc,Unknown,360 pages,5.91 x 9.84 x 0.59 inches
Business Continuity and Disaster Recovery Planning for IT Professionals,Susan Snedaker,9.78012E+12,Syngress MediaU.S.,Unknown,620 pages,7.68 x 9.13 x 1.42 inches
Coldfusion 9 Developer Tutorial,John Farrar,9.78185E+12,Packt Publishing,Unknown,388 pages,9.25 x 7.51 x 0.79 inches
Running QuickBooks in Nonprofits,Kathy Ivens,9.78193E+12,CPA911 Publishing,2,450 pages,7.38 x 9.16 x 1.24 inches
The Art of Invisibility,Kevin Mitnick,9.78032E+12,Little Brown and Company,Unknown,,
Advanced Techniques for Assessment Surface Topography,Liam Blunt; Xiangqian Jiang,9.7819E+12,Butterworth-Heinemann,Unknown,340 pages,8.42 x 11.66 x 0.85 inches
Thoughtful Machine Learning with Python,Matthew Kirk,9.78149E+12,O'Reilly Media,Unknown,,
CCNA Data Center DCICT 200-155 Official Cert Guide (Certification Guide),Navaid; Klebanov; David; Fayed; Hesham; Afrose; Ahm Shamsee,9.78159E+12,Cisco Press,Unknown,,
Art of Computer Programming Volume 3,Donald Ervin Knuth,9.7802E+12,Addison-Wesley Professional,2,800 pages,6.65 x 9.49 x 1.71 inches
Unplugged,Ryan G. Van Cleave; Mark Griffiths,9.78076E+12,Health Communications,Unknown,322 pages,5.70 x 8.52 x 0.81 inches
Exam Ref 70-414,Mike Danseglio; Avril Salter,9.78074E+12,Microsoft Press,Unknown,400 pages,
Begin to Code with C#,Rob Miles,9.78151E+12,Microsoft Press,Unknown,,
Microsoft Publisher 2007 for Dummies,Jim McCarter,9.78047E+12,For Dummies,Unknown,366 pages,7.42 x 9.20 x 0.83 inches
Art of Atari Poster Collection,Tim Lapetino,9.78152E+12,Dynamite Entertainment,Unknown,,
SQL Guide (Speedy Study Guides,Speedy Publishing LLC,9.78163E+12,Speedy Publishing LLC,Unknown,,
Bgp,Iljitsch Van Beijnum,9.7806E+12,O'Reilly Media,Unknown,288 pages,7.06 x 9.13 x 0.70 inches
Learning Agile,Jennifer Greene; Andrew Stellman,9.78145E+12,O'Reilly Media Inc USA,Unknown,400 pages,7.01 x 9.17 x 0.00 inches
R Graphics Cookbook,Winston Chang,9.78145E+12,O'Reilly Media,Unknown,400 pages,
Cryptography,Laurence D. Smith,9.78049E+12,Dover Publications,Unknown,160 pages,5.42 x 7.98 x 0.35 inches
Hackers,Steven Levy,9.78145E+12,O'Reilly Media,Unknown,499 pages,5.54 x 8.58 x 1.05 inches
Bit by Bit,Andrew Ervin,9.78047E+12,Basic Books,Unknown,,
Android Phones For Dummies (For Dummies (Lifestyle)),Dan Gookin,9.78112E+12,For Dummies,Unknown,,
The Book of Audacity,Carla Schroder,9.78159E+12,No Starch Press,Unknown,384 pages,7.01 x 9.19 x 0.94 inches
Canon EOS 7D Mark II For Dummies,Doug Sahlin,9.78112E+12,For Dummies,Unknown,,
Social Media ROI,Olivier Blanchard; Brian Solis,9.78079E+12,Que,Unknown,292 pages,6.11 x 8.95 x 0.74 inches
Microsoft Office 2016,Randy Nordell,9.78008E+12,McGraw-Hill Education,Unknown,,
Adobe Photoshop Lightroom CC/6 - The Missing FAQ - Real Answers to Real Questions Asked by Lightroom Users,Victoria Bampton,9.78191E+12,The Lightroom Queen,Unknown,,
Gimp for Absolute Beginners,Reynante Martinez; Jan Smith; Joost Roman,9.78143E+12,Apress,Unknown,352 pages,7.52 x 9.25 x 0.74 inches
Git Pocket Guide,Richard Silverman,9.78145E+12,O'Reilly Media Inc USA,Unknown,230 pages,4.25 x 7.01 x 0.00 inches
Hooked,Matt Richtel,9.78045E+12,Twelve,Unknown,292 pages,5.35 x 7.96 x 0.83 inches
Unofficial Ancestry.com Workbook,Nancy Hendrickson,9.78144E+12,Family Tree Books,Unknown,,
The Official Ubuntu Book (9th Edition),Matthew; Joseph; Elizabeth K.; Rey; Jose Antonio Helmke,9.78013E+12,Prentice Hall,Unknown,,
MacBook For Dummies,Mark L. Chambers,9.78112E+12,For Dummies,Unknown,,
Information Risk Management,David Sutton,9.78178E+12,BCS,Unknown,,
The Data Warehouse Toolkit,Ralph Kimball,9.78112E+12,John Wiley & Sons Inc,Unknown,504 pages,7.95 x 10.55 x 0.79 inches
Head First Design Patterns,Eric Freeman; Elisabeth Freeman; Kathy Sierra,9.7806E+12,O'Reilly Media,Unknown,638 pages,8.00 x 9.20 x 1.40 inches
SAS Programming in the Pharmaceutical Industry Second Edition,Jack Shostak,9.78161E+12,SAS Institute,Unknown,,
Python in Easy Steps,Mike McGrath,9.78184E+12,In Easy Steps Limited,Unknown,192 pages,7.32 x 8.94 x 0.00 inches
Routing TCP/IP,Jennifer Carroll; Jeff Doyle,9.78159E+12,Pearson Education (US),Unknown,1000 pages,7.36 x 9.13 x 0.00 inches
Cognition,Robert W. Weisberg; Lauretta M. Reeves,9.78047E+12,John Wiley & Sons,Unknown,544 pages,
Beyond Bullet Points,Cliff Atkinson,9.78074E+12,Microsoft Press,3,352 pages,7.44 x 8.98 x 0.90 inches
Hacking Exposed Industrial Control Systems,Clint; Singer; Bryan; Shbeeb; Aaron; Wilhoit; Kyle Bodungen,9.78126E+12,McGraw-Hill Education,Unknown,,
Signals and Systems Using MATLAB,Luis F. Chaparro,9.78012E+12,Elsevier Science Publishing Co Inc,Unknown,880 pages,7.52 x 9.25 x 0.00 inches
