title,author,isbn,publisher,edition,pages,dimensions
The American Heritage First Dictionary,American Heritage Publishing Staff,9.78E+12,Houghton Mifflin Harcourt,,416,8.10(w) x 10.00(h) x 1.10(d)
Crossbow,Don Bendell,9.78E+12,Speaking Volumes LLC,,194,5.00(w) x 8.00(h) x 0.45(d)
Marconomics: Defining Economics through Social Science and Consumer Behavior,Ken R. Blawatt,9.78E+12,Emerald Group Publishing Limited,,330,6.30(w) x 9.00(h) x 1.20(d)
Four Great Americans - Washington Franklin Webster Lincoln: A Book for Young Americans,James Baldwin,9.78E+12,CreateSpace Publishing,,156,6.00(w) x 9.00(h) x 0.33(d)
Evolutionary Ethnobiology,Ulysses Paulino Albuquerque,9.78E+12,Springer International Publishing,1st ed. 2015,204,6.10(w) x 9.25(h) x (d)
Angela Merkel,Clifford W. Mills,9.78E+12,Facts on File Incorporated,,120,6.60(w) x 9.30(h) x 0.50(d)
Shanghai Girls,Lisa See,9.78E+12,Random House Publishing Group,,336,5.08(w) x 7.90(h) x 0.70(d)
The Beggar King and the Secret of Happiness: A True Story,Joel ben Izzy,9.78E+12,Algonquin Books of Chapel Hill,,240,5.06(w) x 7.00(h) x 0.69(d)
The Art of War (Barnes & Noble Classics Series),Sun Tzu,9.78E+12,Barnes & Noble,,256,5.10(w) x 7.90(h) x 0.90(d)
Music and Capitalism: A History of the Present,Timothy D. Taylor,9.78E+12,University of Chicago Press,New Edition,240,6.00(w) x 8.90(h) x 0.60(d)
The New America,Frank Dilnot,9.78E+12,Applewood Books,,168,6.00(w) x 9.00(h) x 0.44(d)
Letters from Iraq: Mud Dust and Engineers,Lt. Col. Victor Zillmer,9.78E+12,Xlibris Corporation,,350,6.00(w) x 9.00(h) x 0.78(d)
Cracking the AP U.S. Government & Politics Exam 2015 Edition,Princeton Review,2.90E+12,Random House Children's Books,,352,6.00(w) x 1.25(h) x 9.00(d)
Thomas Jefferson And Alexander Hamilton,K. Anthony Scott,9.78E+12,Universal-Publishers.com,,136,5.50(w) x 8.50(h) x 0.32(d)
Annales Des Ponts Et Chaussees 1876 Vol. 6: Lois Decrets Arretes Etc (Classic Reprint),Ecole Nationale Des Pon Chausse&#769;es,9.78E+12,Forgotten Books,,732,6.00(w) x 9.00(h) x 1.46(d)
Ghettoside: A True Story of Murder in America,Jill Leovy,9.78E+12,Random House Publishing Group,,384,5.10(w) x 7.90(h) x 0.90(d)
TALKING TO THE GROUND,Douglas Preston,9.78E+12,Simon & Schuster,,304,6.10(w) x 9.20(h) x 1.00(d)
Great Projects: The Epic Story of the Building of America from the Taming of the Mississippi to the Invention of the Internet,James Tobin,9.78E+12,Free Press,Reprint,336,8.00(w) x 10.00(h) x 0.70(d)
Black Hawk: An Autobiography,Black Hawk,9.78E+12,Greenbook Publications LLC,,122,6.14(w) x 9.21(h) x 0.26(d)
The Paperboy (Movie Tie-in Edition),Pete Dexter,9.78E+12,Random House Publishing Group,Movie Tie-in,336,5.36(w) x 7.84(h) x 0.72(d)
Barbarossa Derailed. Volume 4: Atlas,David M. Glantz,9.78E+12,Helion and Company,,272,9.50(w) x 10.50(h) x 0.70(d)
Into the Dreaming (Highlander Series #8) (with bonus material),Karen Marie Moning,9.78E+12,Random House Publishing Group,,272,5.80(w) x 8.42(h) x 1.00(d)
Big Dan: A Story of the Old West,Sam N. Jones,9.78E+12,AuthorHouse,,172,6.00(w) x 9.00(h) x 0.40(d)
Soul Eater Volume 4,Atsushi Ohkubo,9.78E+12,Yen Press,,205,4.90(w) x 7.40(h) x 0.70(d)
14: Stories That Inspired Satyajit Ray,Bhaskar Chattopadhyay,9.79E+12,HarperCollins Publishers India,Translatio,304,5.10(w) x 7.70(h) x 0.90(d)
Be the Best at Science,Rebecca Rissman,9.78E+12,Raintree Publishers,,32,9.60(w) x 7.70(h) x 0.40(d)
Blank Slate,Heather Justesen,9.78E+12,Jelly Bean Press,,256,6.00(w) x 9.00(h) x 0.54(d)
Emergence: The Connected Lives of Ants Brains Cities and Software,Steven Johnson,9.78E+12,Scribner,Reprint,288,5.50(w) x 8.43(h) x 0.70(d)
The Great Depression,R. G. Grant,9.78E+12,Barron's Educational Series Incorporated,,64,6.62(w) x 9.37(h) x (d)
The Heart of Everything That Is: The Untold Story of Red Cloud An American Legend,Bob Drury;  Tom Clavin,9.78E+12,Simon & Schuster,,432,5.50(w) x 8.30(h) x 1.10(d)
Body/Politics,Thomas Shevory,9.78E+12,ABC-CLIO Incorporated,,264,6.00(w) x 9.00(h) x 0.75(d)
"Her America: """"A Jury of Her Peers"""" and Other Stories",Susan Glaspell,9.78E+12,University of Iowa Press,1,216,5.70(w) x 8.90(h) x 0.60(d)
How to Disappear: Erase Your Digital Footprint Leave False Trails and Vanish without a Trace,Frank Ahearn;  Eileen Horan,9.78E+12,Rowman & Littlefield Publishers Inc.,First Edition,208,5.70(w) x 7.60(h) x 1.00(d)
Cambridge History of Christianity Volume 9: World Christianities c.1914-c.2000,Hugh McLeod,9.78E+12,Cambridge University Press,New Edition,736,5.98(w) x 8.98(h) x 1.97(d)
Like Blood in Water: Five Mininovels (The Placebo Effect Trilogy #1),Yuriy Tarnawsky,9.78E+12,JEF Books,Revised,236,6.00(w) x 9.00(h) x 0.50(d)
A Reasonable Accommodation: Bridging the Gap Between Science and Faith,David K. Shortess,9.78E+12,Nelson Thomas Inc.,,160,6.00(w) x 9.00(h) x 0.37(d)
Choose Life,Paul Johnson,9.78E+12,Chipmunkapublishing,,188,5.00(w) x 8.00(h) x 0.43(d)
Kwame: An American Hero,Richard Jeanty,9.78E+12,RJ Publications,,296,5.20(w) x 8.20(h) x 0.90(d)
Black Religious Experience: Conversations on Double Consciousness and the Work of Grant Schockley,Charles R & Janet T Foster Family Trust;  Fred Smith,9.78E+12,Abingdon Press,New Edition,172,5.90(w) x 8.90(h) x 0.40(d)
The Extraordinary Adventures of Alfred Kropp (Alfred Kropp Series #1),Rick Yancey,9.78E+12,Bloomsbury USA,,368,5.40(w) x 8.10(h) x 1.10(d)
Studyguide for Connections: A World History Volume 2 by Judge Edward H. ISBN 9780205835454,Cram101 Textbook Reviews,9.78E+12,Content Technologies Inc.,,166,8.25(w) x 11.00(h) x 0.35(d)
Behold I Stand At The Door And Knock,Merry Jo Hooker,9.78E+12,Xulon Press,,360,0.80(w) x 8.50(h) x 5.50(d)
Dark Horse & The Mystery Man of Whitehorse,B. J. Daniels,9.78E+12,Harlequin,,432,4.10(w) x 6.50(h) x 1.20(d)
Good Night Flying Cows,Cherry R. Laurent,9.78E+12,AuthorHouse,,16,8.50(w) x 11.00(h) x 0.04(d)
Henry is Kind,Linda Ryden,9.78E+12,Peace of Mind LLC,,36,6.50(w) x 1.50(h) x 9.50(d)
Hidden History of Arlington County,Charlie Clark,9.78E+12,History Press The,,176,6.00(w) x 8.90(h) x 0.50(d)
100 Words Every High School Graduate Should Know,American Heritage Publishing Staff,9.78E+12,Houghton Mifflin Harcourt,,96,4.40(w) x 7.30(h) x 0.40(d)
A Taste of Heritage: The New African American Cuisine,Toni Tipton-Martin;  Joe Randall,9.78E+12,Houghton Mifflin Harcourt,,354,7.50(w) x 9.25(h) x 0.74(d)
Hurricane,David Wiesner,9.78E+12,Houghton Mifflin Harcourt,,32,10.68(w) x 9.00(h) x 0.15(d)
Trouble at the Wedding (Abandoned at the Altar Series #3),Laura Lee Guhrke,9.78E+12,HarperCollins Publishers,,384,4.10(w) x 6.70(h) x 1.20(d)
Black Families / Edition 4,Harriette Pipes McAdoo,9.78E+12,SAGE Publications,Fourth Edition,384,6.00(w) x 9.00(h) x (d)
Quilled Animals,Diane Boden,9.78E+12,Search Press,,48,6.00(w) x 8.50(h) x 0.30(d)
Violet in Bloom (A Flower Power Book #2),Lauren Myracle,9.78E+12,ABRAMS,,384,5.60(w) x 7.70(h) x 1.40(d)
Bone Rooms: From Scientific Racism to Human Prehistory in Museums,Samuel J. Redman,9.78E+12,Harvard,,408,6.10(w) x 9.30(h) x 1.30(d)
Ghostman: Volume 1 Death,Blair Webb,9.78E+12,AuthorHouse,,100,6.00(w) x 9.00(h) x 0.24(d)
The Key to Rebecca,Ken Follett,9.78E+12,Penguin Publishing Group,Reprint,352,5.50(w) x 8.50(h) x 0.70(d)
Cracking the AP World History Exam 2018 Edition: Proven Techniques to Help You Score a 5,Princeton Review,9.78E+12,Random House Children's Books,,464,8.30(w) x 10.80(h) x 1.30(d)
Hleo,Rebecca Weller,9.78E+12,Rebecca Weller,,286,6.00(w) x 9.00(h) x 0.60(d)
Dear Black People: (Yes You Matter. However...),Serene Content,9.78E+12,CreateSpace Publishing,,34,5.00(w) x 8.00(h) x 0.07(d)
10+1: Eleven Years of Young Design,Hansjerg Maier-Aichen,9.78E+12,Avedition Gmbh,English/German Edition,200,9.20(w) x 6.80(h) x 0.70(d)
The Commissariat of Enlightenment: A Novel,Ken Kalfus,9.78E+12,HarperCollins Publishers,Reprint,304,5.31(w) x 8.00(h) x 0.68(d)
I Hunted and Killed Osama Bin Laden,John R Boyd,9.78E+12,CreateSpace Publishing,,194,6.00(w) x 9.00(h) x 0.41(d)
The Arab Fall: A James Acton Thriller Book #6,J. Robert Kennedy,9.78E+12,CreateSpace Publishing,,318,6.00(w) x 9.00(h) x 0.71(d)
Encouraging Your Child's Imagination: A Guide and Stories for Play Acting,Carol E. Bouzoukis,9.78E+12,Rowman & Littlefield Publishers Inc.,,224,6.00(w) x 9.10(h) x 1.00(d)
Ripley's Fun Facts & Silly Stories BOXED SET 3 BOOKS: Contains 3 books,Ripley's Believe It Or Not!,9.78E+12,Ripley Publishing,,672,7.10(w) x 7.00(h) x 2.80(d)
Holding Lies,John Larison,9.78E+12,Skyhorse Publishing,,288,9.02(w) x 6.30(h) x 1.10(d)
"A Study Guide for Cathy Song's ""The Youngest Daughter""",Cengage Learning Gale,9.78E+12,BiblioLabs LLC,,46,6.00(w) x 1.25(h) x 9.00(d)
E-Etiquette: The Definitive Guide to Proper Manners in Today's Digital World,National League of Cotillions National League of Cotillions,9.78E+12,Skyhorse Publishing,New,160,7.10(w) x 7.10(h) x 0.80(d)
Little Obama: Dreams. Differences. Yes we can ! the story of Obama's childhood in Indonesia. Now a major motion Picture,Damien Dematra,9.78E+12,CreateSpace Publishing,,132,5.50(w) x 8.50(h) x 0.31(d)
100 Relationships That Shaped World History,Samuel Willard Crompton,9.78E+12,Bluewood Books,,112,6.00(w) x 9.04(h) x 0.29(d)
Globalization: A Short History of the Modern World,W. Nester,9.78E+12,Palgrave Macmillan US,2010,181,5.60(w) x 8.30(h) x 0.60(d)
The Collected Oscar Wilde (Barnes & Noble Classics Series),Oscar Wilde,9.78E+12,Barnes & Noble,,640,8.16(w) x 5.30(h) x 1.77(d)
Washington: A Life,Ron Chernow,9.78E+12,Penguin Publishing Group,,928,5.90(w) x 9.20(h) x 2.90(d)
Eat with Joy: Redeeming God's Gift of Food,Rachel Marie Stone,9.78E+12,InterVarsity Press,,208,5.40(w) x 8.10(h) x 0.70(d)
Don't Know Much About the Pilgrims,Kenneth C. Davis;  S. D. Schindler;  S. D. Schindler,9.78E+12,HarperCollins Publishers,REPRINT,48,8.75(w) x 10.00(h) x 0.00(d)
Impossible Stories II,Zoran Zivkovic,9.78E+12,Intercom,,436,5.00(w) x 8.00(h) x 0.94(d)
Don't Mean Nuthin': A Military Thriller,Ron Lealos,9.78E+12,Skyhorse Publishing,Reprint,240,6.00(w) x 9.00(h) x (d)
The Pilgrim's Progress In Modern English (Large Print 16pt),John Bunyan Jr.,9.78E+12,ReadHowYouWant LLC,Large Print,718,7.00(w) x 10.00(h) x 1.44(d)
Suede: The Authorised Biography,David Barnett,9.78E+12,Deutsch Andre,Third Edition Revised and updated edition,320,5.10(w) x 7.90(h) x 1.20(d)
A Simple Timeline of World History: -13.8 Billion years ago until 2014- by Edited,Paul F. Kisak,9.78E+12,CreateSpace Publishing,,78,6.00(w) x 9.00(h) x 0.16(d)
HOW TO LIVE LIFE and other stories,John Northcutt Young,9.78E+12,CreateSpace Publishing,,90,6.00(w) x 9.00(h) x 0.19(d)
Buenos Aires: LOST iN City Guide,Uwe Hasenfuss,9.78E+12,Prestel Publishing,,68,6.10(w) x 8.10(h) x 0.40(d)
V Was for Victory: Politics and American Culture During World War II,John Morton Blum;  Blum,9.78E+12,Houghton Mifflin Harcourt,First Edition,386,5.31(w) x 8.00(h) x (d)
Fig Pig,Gary Macri,9.78E+12,Page Publishing Inc.,,102,6.00(w) x 9.00(h) x 0.24(d)
Magnificent Ambersons (Barnes & Noble Classics Series),Booth Tarkington,9.78E+12,Barnes & Noble,,336,5.18(w) x 8.00(h) x 0.84(d)
Laboring: Stories of a New York City Hospital Midwife,Ellen Cohen,9.78E+12,CreateSpace Publishing,,170,5.00(w) x 8.00(h) x 0.36(d)
Dragon's Fury - World War Against America And The West,Jeff Head,9.78E+12,Alpha Connections,Collectors,816,6.14(w) x 9.21(h) x 1.69(d)
Jersey Law: A Novel,Ron Liebman,9.78E+12,Simon & Schuster,Reprint,272,5.50(w) x 8.30(h) x 0.80(d)
Die Geschichte Der Deutschen Hanse,Friedrich Wilhelm Barthold,9.78E+12,Europ ischer Hochschulverlag GmbH & Co. KG,,544,5.25(w) x 8.00(h) x 1.21(d)
Die Schneek?nigin (Mit den originalen Illustrationen),Hans Christian Andersen;  Vilhelm Pedersen,9.78E+12,Hythloday Press,,106,5.06(w) x 7.81(h) x 0.22(d)
And Then She Killed Him,Robert Scott,9.78E+12,Kensington,,320,4.10(w) x 6.70(h) x 1.00(d)
Plateau Valley Colorado (Images of America Series),Nicole Inman,9.78E+12,Arcadia Publishing SC,,128,6.70(w) x 9.60(h) x 0.50(d)
Final Justice (Badge of Honor Series #8),W. E. B. Griffin,9.78E+12,Penguin Publishing Group,Reprint,528,4.19(w) x 6.70(h) x 1.09(d)
The Shattered Court,M. J. Scott,9.78E+12,Penguin Publishing Group,,336,4.10(w) x 6.70(h) x 1.00(d)
Alexander (Barnes & Noble Library of Essential Reading),Theodore Ayrault Dodge,9.78E+12,Barnes & Noble,,608,5.50(w) x 8.25(h) x 1.22(d)
Arctic Chill (Inspector Erlendur Series #5),Arnaldur Indridason,9.78E+12,Picador,First Edition,368,5.82(w) x 11.06(h) x 0.97(d)
The Pilgrim's Progress: Retold for the Modern Reader,John Bunyan;  Veronica Murphy,9.78E+12,christianaudio.com,Abridged,,5.40(w) x 7.60(h) x 0.55(d)
American Childhood / Edition 2,Annie Dillard,2.90E+12,HarperCollins Publishers,New Edition,272,6.00(w) x 1.25(h) x 9.00(d)
Egeria's Travels / Edition 3,John Wilkinson,9.78E+12,Liverpool University Press,New Edition,240,8.20(w) x 5.80(h) x 0.60(d)
Bulfinch's Mythology (Barnes & Noble Classics Series),Thomas Bulfinch,9.78E+12,Barnes & Noble,,928,5.18(w) x 8.00(h) x 1.86(d)
The Postman,David Brin,9.78E+12,Random House Publishing Group,Reprint,321,4.18(w) x 6.86(h) x 0.89(d)
The Amen Corner,James Baldwin,9.78E+12,Samuel French Incorporated,New Edition,102,5.00(w) x 8.00(h) x 0.21(d)
Black Belt For Life,Rob Ph.D. Smith,9.78E+12,Xlibris Corporation,,188,6.00(w) x 9.00(h) x 0.43(d)
Some Luck,Jane Smiley,2.90E+12,Penguin Random House Llc,,,6.00(w) x 1.25(h) x 9.00(d)
Trahie,Danielle Steel,9.78E+12,Presses de La Cite,,312,5.51(w) x 8.86(h) x 0.65(d)
Chirri & Chirra The Snowy Day,Kaya Doi,9.78E+12,Enchanted Lion Books,,36,6.60(w) x 9.50(h) x 0.50(d)
A History of American Poetry,Richard Gray,9.78E+12,Wiley,,544,6.60(w) x 9.50(h) x 0.80(d)
Go Made Easy,Sam Sloan,9.78E+12,Ishi Press,,342,6.00(w) x 9.00(h) x 0.76(d)
Death and Relaxation,Devon Monk,9.78E+12,OddHouse Press,,324,4.90(w) x 7.90(h) x 0.90(d)
Thirty More Famous Stories Retold (Illustrated Edition),James Baldwin (2),9.78E+12,Dodo Press,,176,6.00(w) x 9.00(h) x 0.41(d)
Plutarch's Lives Volume Two (Barnes & Noble Library of Essential Reading),Plutarch,9.78E+12,Barnes & Noble,,784,5.50(w) x 8.25(h) x 1.58(d)
Art Nouveau Tile Designs,Pepin Van Roojen,9.79E+12,Pepin Press,Multilingu,200,6.20(w) x 6.10(h) x 0.90(d)
The Battle of Hastings 1066 - The Uncomfortable Truth: Revealing the True Location of England's Most Famous Battle,John Grehan;  Martin Mace,9.78E+12,Pen & Sword Books Limited,,180,6.10(w) x 9.30(h) x 1.00(d)
Wished,J. Leigh James,9.78E+12,CreateSpace Publishing,,178,5.06(w) x 7.81(h) x 0.38(d)
Hidden History of Litchfield County,Peter C. Vermilyea,9.78E+12,The History Press,,176,5.90(w) x 8.90(h) x 0.40(d)
Turkish Designs,Pepin Van Roojen,9.79E+12,Pepin Press,,16,9.70(w) x 13.40(h) x 0.30(d)
Shine,Lauren Myracle,2.90E+12,Amulet Paperbacks,Reprint,376,6.00(w) x 1.25(h) x 9.00(d)
Springboard Shakespeare: King Lear,Ben Crystal,9.78E+12,Bloomsbury Academic,,144,5.10(w) x 7.70(h) x 0.50(d)
Adventures Around Putnam Volume 1,Steven Mattson,9.78E+12,AuthorHouse,,220,6.00(w) x 9.00(h) x 0.50(d)
The Hidden History of Southeast Tennessee,Joe Guy,9.78E+12,History Press The,,130,5.90(w) x 8.90(h) x 0.30(d)
Social Forces in American History,A. M. Simons,9.78E+12,Adler Press,,336,5.50(w) x 8.50(h) x 0.75(d)
A Brief and Literal History of the World,Patrick Elliott,9.78E+12,CreateSpace Publishing,,48,5.00(w) x 8.00(h) x 0.12(d)
The Zookeeper's Wife: A War Story,Diane Ackerman,9.78E+12,Norton W. W. & Company Inc.,,288,5.90(w) x 8.60(h) x 1.20(d)
An Odyssey: A Father a Son and an Epic,Daniel Mendelsohn,9.78E+12,Knopf Doubleday Publishing Group,,320,6.40(w) x 9.30(h) x 1.40(d)
???*?: The Great Wall,Washington Yu Ying PCS,9.78E+12,Level Chinese,,24,5.51(w) x 8.50(h) x 0.06(d)
Alexander Hamilton,Charles A. Conant,9.78E+12,CreateSpace Publishing,,38,6.00(w) x 1.25(h) x 9.00(d)
Ungrateful Mammals,Dave Eggers,9.78E+12,ABRAMS,,144,11.00(w) x 8.00(h) x 1.00(d)
Fate of Fire,D. M. Raver,9.78E+12,CreateSpace Publishing,,270,6.00(w) x 1.25(h) x 9.00(d)
Grimm's Fairy Tales (Barnes & Noble Classics Series),Jacob Grimm;  Wilhelm Grimm;  Ludwig Emil Grimm;  Brothers Grimm,9.78E+12,Barnes & Noble,,560,5.18(w) x 8.00(h) x 1.40(d)
Food and Faith: A Theology of Eating,Norman  Wirzba,9.78E+12,Cambridge University Press,New Edition,264,6.10(w) x 9.00(h) x 0.70(d)
Mickey Rooney: A Show Business Life,James A. MacEachern,9.78E+12,McFarland & Company Incorporated Publishers,,224,6.00(w) x 9.00(h) x 0.60(d)
A Good Clean Fight,Derek Robinson,9.78E+12,Hodder & Stoughton Ltd.,,528,5.10(w) x 7.50(h) x 1.40(d)
The Barbie Chronicles: A Living Doll Turns Forty,Yona Zeldis McDonough,9.78E+12,Touchstone,Original,240,5.50(w) x 8.43(h) x 0.70(d)
Laying Down the Paw (Paw Enforcement Series #3),Diane Kelly,9.78E+12,St. Martin's Press,,368,4.20(w) x 6.80(h) x 1.20(d)
The 12 Most Amazing American Inventions,Rebecca Rowell,9.78E+12,Amicus,,32,7.26(w) x 9.16(h) x 0.04(d)
Once: Music from the Motion Picture Soundtrack,Swell Season,9.78E+12,Hal Leonard Corporation,,80,8.80(w) x 11.90(h) x 0.30(d)
Halloween Notebook: 6 x 9,Richard B. Foster;  R.J. Foster,9.78E+12,CreateSpace Publishing,,110,5.98(w) x 9.02(h) x 0.23(d)
Cracking the AP U.S. History Exam 2018 Edition: Proven Techniques to Help You Score a 5,Princeton Review,9.78E+12,Random House Children's Books,,464,8.40(w) x 10.40(h) x 1.20(d)
Dark Noon,Tom Clavin,9.78E+12,McGraw-Hill Professional Publishing,,256,5.50(w) x 8.60(h) x 0.64(d)
Tin Swift (Age of Steam Series #2),Devon Monk,9.78E+12,Penguin Publishing Group,,368,4.10(w) x 6.60(h) x 1.10(d)
The Adventures of Tom Sawyer and Adventures of Huckleberry Finn,Mark Twain,9.78E+12,Penguin Publishing Group,,560,4.20(w) x 6.70(h) x 1.10(d)
The Mist Vanishes,Stephen Brennan,9.78E+12,Deep River Books LLC,,100,5.50(w) x 8.50(h) x 0.24(d)
Poems Dead and Undead,Tony Barnstone,9.78E+12,Knopf Doubleday Publishing Group,,256,4.00(w) x 6.30(h) x 0.90(d)
Farewell My Sweet Charlie,Angela Cohan,9.78E+12,Lulu.com,,28,6.00(w) x 9.00(h) x 0.25(d)
The Prospects Of American Industrial Recovery,John E. Ullmann,9.78E+12,ABC-CLIO Incorporated,,244,6.14(w) x 9.21(h) x 0.63(d)
Inside the Horse,Dan Dra Mazur,9.78E+12,CreateSpace Publishing,,374,6.14(w) x 9.21(h) x 0.77(d)
Money to Burn,James Grippando,9.78E+12,HarperCollins Publishers,Reprint,464,4.06(w) x 7.44(h) x 1.13(d)
The Charelton Locket,Ann Morgan Taylor,9.78E+12,Xlibris Corporation,,214,6.00(w) x 9.00(h) x 0.49(d)
Essentials of European History 1648-1789,William H. Burnside,9.78E+12,Research & Education Association,REVISED,128,5.50(w) x 8.25(h) x 0.30(d)
My Arctic 1 2 3,Michael Kusugak;  Vladyana Krykora,9.78E+12,Annick Press Limited,Reprint edition,24,8.25(w) x 10.50(h) x 0.12(d)
Friends Forever: How Girls and Women Forge Lasting Relationships,Christine Borzumato-Gainey,9.78E+12,Rowman & Littlefield Publishers Inc.,Reprint,296,5.70(w) x 8.80(h) x 0.80(d)
Flower Celebrations Address Book & Day Book Set,Lorenz,9.78E+12,Anness Publishing Ltd.,,128,8.36(w) x 8.39(h) x 1.35(d)
Eloise: A Love Story,Alina Gomes,9.78E+12,Archway Publishing,,118,6.00(w) x 9.00(h) x 0.25(d)
Black Diamond,Elisa Marie Hopkins,9.78E+12,Stellar Jay Publications,,344,6.00(w) x 9.00(h) x 0.77(d)
Black Genesis,James M. Rose;  Alice Eichholz,9.78E+12,Genealogical Publishing Company Incorporated,3RD,440,5.50(w) x 8.50(h) x 0.98(d)
August Wilson's Gem of the Ocean,August Wilson,9.78E+12,Samuel French Incorporated,,92,5.00(w) x 8.00(h) x 0.19(d)
Keep Forever: Gulag Memoirs,Aleksandr Konstantinovich Sokolenko,9.78E+12,CreateSpace Publishing,,158,5.25(w) x 8.00(h) x 0.37(d)
Hell's Angel: The Life and Times of Sonny Barger and the Hell's Angels Motorcycle Club / Edition 1,Ralph (Sonny) Barger,2.90E+12,HarperCollins Publishers,Reprint,288,6.00(w) x 1.25(h) x 9.00(d)
Happy First Birthday: Memory Book by Ba,Memory Book in All Departments,9.78E+12,CreateSpace Publishing,,134,8.50(w) x 11.00(h) x 0.29(d)
Screening the Past: Film and the Representation of History,Tony Barta,9.78E+12,ABC-CLIO Incorporated,,296,6.14(w) x 9.21(h) x 0.69(d)
The Story Of Me A Black Nurse,Diane Jones Rn,9.78E+12,AuthorHouse,,192,8.25(w) x 11.00(h) x 0.41(d)
The Battle of Hastings 1066,M. K. Lawson,9.78E+12,Sutton Publishing,,,
